emotion,song_id,song_name,artist_name,album_name,genre,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
motivated,4MJ4El9vcKHOQT2RNIhrh2,Wild Child,Enya,A Day Without Rain,['celtic'],2000-11-11,0.6,0.372,0,-10.477,1,0.0256,0.726,0.59,0.154,0.553,79.705,227493,3
motivated,6d3ZdGZReD9peOy3XqVFYr,Book of Days,Enya,"Themes From ""Calmi Cuori Appassionati""",['celtic'],2001,0.527,0.294,8,-12.902,1,0.0312,0.633,0.772,0.27,0.154,119.927,174267,4
motivated,6hmhG1b4LEyNuashVvuIAo,Never Forget You,Zara Larsson,So Good,['pop'],2017-03-17,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,213428,4
motivated,4rUTAkOU7OkVGeQuyQCHhF,Sledgehammer,Fifth Harmony,Reflection (Deluxe),['pop'],2015-01-30,0.671,0.777,2,-4.322,1,0.046,0.0057,0.0011,0.0783,0.289,99.98,230907,4
motivated,2rizacJSyD9S1IQUxUxnsK,All We Know,The Chainsmokers,All We Know,['pop'],2016-09-29,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0,194080,4
motivated,4qqArAiTPueDxIp7cf87h7,Final Song,MØ,Final Song,"['tropical house', 'pop']",2016-05-13,0.695,0.672,1,-6.109,0,0.0345,0.014,7.95e-05,0.0756,0.245,104.988,235827,4
motivated,2XMTqoHHSH0lvuXrvIEdco,Capsize,FRENSHIP,Truce - EP,"['tropical house', 'electropop']",2016-09-02,0.683,0.708,5,-6.244,0,0.0305,0.0398,0.155,0.686,0.355,92.991,237707,4
motivated,2Mh0jU5IyRTQfpyMnvki5Z,Let You Go - Radio Edit,The Chainsmokers,Let You Go (Radio Edit),[],2015-03-03,0.598,0.882,5,-2.894,1,0.0954,0.27,0.0,0.0793,0.25,125.979,218973,4
motivated,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,The Heist,[],2012-10-09,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,4
motivated,57RdBd76fvq3fRv7MYQTKL,We R Who We R,Kesha,Animal + Cannibal (Deluxe Edition),['pop'],2010-12-08,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,204760,4
motivated,0owC8afVQD3gjQYq3yPPlO,How Far I'll Go,Alessia Cara,モアナと伝説の海 オリジナル・サウンドトラック (英語版),['pop'],2017-02-08,0.311,0.55,9,-9.326,1,0.344,0.174,0.000222,0.0682,0.136,179.479,175507,4
motivated,4NSW0Km5ZG60L8FthUebPJ,What I Like About You (feat. Theresa Rex),Jonas Blue,What I Like About You (feat. Theresa Rex),['tropical house'],2019-03-22,0.46,0.8,1,-3.584,1,0.05,0.289,6.16e-06,0.121,0.553,102.46,220396,4
motivated,2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,Speak Your Mind (Deluxe),['pop'],2018-04-27,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,186987,4
motivated,5y6pj7OeBFF0CVgZKhRbOG,Black Magic,Little Mix,Get Weird (Deluxe),['pop'],2015-11-06,0.777,0.896,4,-4.467,1,0.0619,0.0352,0.0,0.317,0.843,111.987,211773,4
motivated,0I20rLT2MJDhcF96AjbNYo,Stay,Zedd,Stay +,['pop'],2017-12-29,0.69,0.622,5,-5.025,0,0.063,0.253,0.0,0.113,0.543,102.039,210400,4
motivated,0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,DJ Snake,Encore,[],2016-08-05,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947,4
motivated,2jB9QaPJyVdz2Q0Va8rrnU,I Got You,Bebe Rexha,Expectations,['pop'],2018-06-22,0.606,0.887,9,-4.782,0,0.052,0.0498,3.47e-06,0.0958,0.349,97.972,191787,4
motivated,7x5xYW5W42OGPAdHUyyguy,Locked Away (feat. Adam Levine),R. City,What Dreams Are Made Of,[],2015-10-09,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,227480,5
motivated,4lSyTJEBRo1xfOVN2oCvjc,Hands To Myself - Fareoh Remix,Selena Gomez,Hands To Myself (Remixes),[],2016-03-04,0.686,0.736,8,-3.93,1,0.0337,0.000629,0.0358,0.229,0.0795,111.0,181093,4
motivated,71kgcaQ4LqR4gH3i3xB6xN,Find Love (feat. Dboy),Matoma,Find Love (feat. DBoy),[],2015-11-12,0.741,0.74,0,-6.503,0,0.0654,0.0196,0.0003,0.142,0.342,97.982,204500,4
motivated,4KBvQW7KVJ5n2ZHBo5QYRP,Passion,Nick Wood,Passion,[],2001-11-21,0.589,0.723,8,-9.016,1,0.0579,0.0092,0.000919,0.0747,0.462,78.596,289560,4
motivated,4eZDxVUfm37N7ncCi0t94Y,Millionaire (feat. Nelly),Digital Farm Animals,Millionaire (feat. Nelly),[],2016-06-03,0.599,0.842,5,-5.712,1,0.143,0.07,0.0,0.0889,0.428,100.053,185250,4
motivated,2bgTY4UwhfBYhGT4HUYStN,Butter,BTS,"Butter (Hotter, Sweeter, Cooler)",['k-pop'],2021-06-04,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,4
motivated,37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,Save Your Tears (Remix),[],2021-04-23,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4
motivated,4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",[],2018-09-28,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,4
motivated,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,Ed Sheeran,÷ (Deluxe),['pop'],2017-03-03,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154,4
motivated,5Lf9rCqReE9Ri4tZvLRLuy,Happily,One Direction,Midnight Memories (Deluxe),['pop'],2013-11-25,0.623,0.89,9,-4.783,1,0.0394,0.0426,0.0,0.153,0.824,117.0,175480,4
motivated,6ce41JVa6KFaryfmC2bu2W,22,Taylor Swift,Red (Big Machine Radio Release Special),['pop'],2012-10-22,0.661,0.729,7,-6.561,1,0.0376,0.00215,0.0013,0.0477,0.668,103.987,232120,4
motivated,6qNALlmZa1ESnCxJmXE1K9,The Way I Am,Charlie Puth,Voicenotes,['pop'],2018-05-11,0.755,0.769,10,-5.658,0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,186080,4
motivated,630sXRhIcfwr2e4RdNtjKN,Rewrite The Stars,Zac Efron,Rewrite The Stars,[],2017-11-17,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,217440,4
motivated,54PbBpquVfhfrwRwvjSXbI,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Nine Track Mind (Special Edition),['pop'],2015-11-05,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4
motivated,1SLxVWqXo9zNrrDKRa3m1G,Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,[],2008-06-19,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4
motivated,3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,Love In The Future (Expanded Edition),['pop'],2013-08-30,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
motivated,1KqquoEp6nWY1s46lwFoTF,Still Falling For You - Jonas Blue Remix,Ellie Goulding,Still Falling For You (Jonas Blue Remix),[],2016-09-02,0.536,0.745,1,-7.695,1,0.0537,0.327,0.0,0.312,0.5,122.481,188053,4
motivated,0zbzrhfVS9S2TszW3wLQZ7,September Song,JP Cooper,Raised Under Grey Skies (Deluxe),"['tropical house', 'pop']",2017-10-06,0.614,0.615,0,-6.7,0,0.0444,0.054,0.0,0.0921,0.374,95.941,220291,4
motivated,77wK0i1z9Uo52ceGUP11uj,Wonderland,Samantha Harvey,Wonderland,[],2016-07-01,0.611,0.893,2,-3.593,1,0.0948,0.188,4.55e-06,0.121,0.733,104.951,209786,4
motivated,2RttW7RAu5nOAfq6YFvApB,Happier,Ed Sheeran,÷ (Deluxe),['pop'],2017-03-03,0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,207520,4
motivated,3MQhalWefSBcvbIfrkO972,Clarity,Zedd,Clarity,['pop'],2013-01-01,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,271427,4
motivated,3IQF4xCQUPicbA4hWfTxPo,I Lived,OneRepublic,Native,['pop'],2013-01-01,0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987,234547,4
motivated,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,TALKING IS HARD,['rock'],2014-12-02,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,4
motivated,0pqnGHJpmpxLKifKRmU6WP,Believer,Imagine Dragons,Evolve,['rock'],2017-06-23,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,204347,4
motivated,2nkoWsTZa8LKPNGdjI5uxj,West Coast,Imagine Dragons,Origins (Deluxe),[],2018-11-09,0.672,0.715,0,-6.18,1,0.0268,0.581,2.08e-06,0.101,0.677,104.989,217173,4
motivated,2B1fuWoWaYnCXbjYp1gXg5,Boomerang,Imagine Dragons,Origins (Deluxe),[],2018-11-09,0.429,0.559,2,-7.493,1,0.152,0.139,0.00928,0.121,0.347,100.073,187800,4
motivated,6LXMUR2rpxFBDo6nilS3yX,Cool Out,Imagine Dragons,Origins (Deluxe),[],2018-11-09,0.636,0.718,1,-4.833,0,0.0313,0.00483,6.51e-06,0.292,0.437,143.929,217867,4
motivated,37ebs6hDGOWK8SDAB2kZG5,Friction,Imagine Dragons,Smoke + Mirrors (Deluxe),['rock'],2015-10-23,0.65,0.548,8,-8.767,1,0.0357,0.0407,0.0404,0.293,0.29,103.95,201813,4
motivated,0h9SUGpAofhus8HUgNXVwW,I Bet My Life,Imagine Dragons,Smoke + Mirrors (Deluxe),['rock'],2015-10-23,0.545,0.659,1,-8.18,1,0.0394,0.367,0.00111,0.415,0.599,108.04,192707,4
motivated,6Q2JimwoGgG5W9HdmH1hmq,Warriors,Imagine Dragons,Smoke + Mirrors (Deluxe),['rock'],2015-10-23,0.365,0.851,4,-6.238,0,0.065,0.0964,0.003,0.238,0.309,78.068,170107,4
motivated,1ASo7euq1w4KHaz9tq6jkt,Shots - Broiler Remix,Imagine Dragons,Smoke + Mirrors (Deluxe),[],2015-10-23,0.732,0.782,11,-7.101,0,0.0335,0.395,0.0689,0.0969,0.544,120.024,191573,4
motivated,2h6HdN3oPr4JijIQV29hv1,Shots,Imagine Dragons,Smoke + Mirrors (Deluxe),['rock'],2015-10-23,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333,4
motivated,6SCDzH7OCgpzwCP8yo7HIP,Battle Cry,Imagine Dragons,Smoke + Mirrors (Deluxe),['rock'],2015-10-23,0.232,0.901,8,-6.84,1,0.124,0.0415,0.00649,0.123,0.0392,130.055,272853,4
motivated,2Mi65Ygq54y5O4vSxBNWkV,Polaroid,Imagine Dragons,Smoke + Mirrors (Deluxe),[],2015-10-23,0.424,0.603,1,-6.832,1,0.0495,0.514,1.84e-06,0.238,0.258,155.319,230013,4
motivated,54CAG8n70kKVbFV6l1zF4G,Adiemus,Karl Jenkins,Adiemus - Songs Of Sanctuary,[],1995,0.295,0.408,4,-16.632,0,0.0693,0.804,0.148,0.165,0.164,150.454,237413,3
motivated,52okn5MNA47tk87PeZJLEL,Let You Down,NF,Perception,['rap'],2017-10-06,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,212120,4
motivated,1oofwLaSk4kDIWAYT5ZGK7,Welcome Home,Radical Face,Touch the Sky (Welcome Home) - EP,[],2010-10-05,0.598,0.488,6,-10.905,1,0.0307,0.741,0.779,0.0945,0.396,144.977,287393,3
motivated,73SpzrcaHk0RQPFP73vqVR,No Time To Die,Billie Eilish,No Time To Die,[],2020-02-13,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,242265,4
motivated,4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,Rare,['pop'],2020-01-10,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,206459,4
motivated,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,[],2019-05-17,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4
motivated,1gwwNLcYQRnzvkBhwDjUX3,Crazy Love,Audien,Crazy Love,[],2016-08-19,0.691,0.883,11,-1.326,0,0.0488,0.318,2.45e-05,0.0742,0.606,109.982,174545,4
motivated,0AS63m1wHv9n4VVRizK6Hc,Mercy,Shawn Mendes,Illuminate (Deluxe),['pop'],2017-04-20,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,208733,4
motivated,5mQNY6pTeSDl2doFB7uLbE,Kids,OneRepublic,Oh My My,['pop'],2016-12-02,0.596,0.732,2,-6.189,1,0.0401,0.0153,0.0,0.318,0.228,99.98,238387,4
motivated,6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,Motion,[],2014-10-31,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4
motivated,27tNWlhdAryQY04Gb2ZhUI,Roar,Katy Perry,PRISM,['pop'],2013-01-01,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,223546,4
motivated,2bT1PH7Cw3J9p3t7nlXCdh,If I Can't Have You,Shawn Mendes,Shawn Mendes (Deluxe),['pop'],2019-06-19,0.691,0.823,2,-4.197,1,0.0623,0.487,0.0,0.134,0.87,123.935,191467,4
motivated,4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,Midnight Memories (Deluxe),['pop'],2013-11-25,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493,4
motivated,1rqqCSm0Qe4I9rUvWncaom,High Hopes,Panic! At The Disco,Pray for the Wicked,[],2018-06-22,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4
motivated,6FB3v4YcR57y4tXFcdxI1E,I Knew You Were Trouble.,Taylor Swift,Red (Big Machine Radio Release Special),['pop'],2012-10-22,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,219720,4
motivated,2xGjteMU3E1tkEPVFBO08U,This Is Me,Keala Settle,This Is Me,[],2017-10-27,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,4
motivated,2nzqapj5iMsoOPwZJYePeQ,Far Away,Takatsugu Muramatsu,Angel Voices,[],2006-11-06,0.226,0.197,2,-13.282,1,0.042,0.96,0.264,0.102,0.0728,70.302,192373,4
motivated,2B4GHvToeLTOBB4QLzW3Ni,Pepas,Farruko,La 167,[],2021-10-01,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120,4
motivated,2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,['pop'],2019-10-17,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,4
motivated,3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),Ed Sheeran,I Don't Care (with Justin Bieber),['pop'],2019-05-10,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4
motivated,4Y8KhqNtOMToFdUOAJpECt,One Last Time,Ariana Grande,My Everything,['pop'],2014-08-25,0.627,0.6,8,-4.995,1,0.0318,0.104,2.58e-06,0.0978,0.103,124.985,197280,4
motivated,2Cd9iWfcOpGDHLz6tVA3G4,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),[],2010-05-07,0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988,202627,4
motivated,5lkpeJwmQKgY3bX2zChjxX,Someone Like You,Adele,21,[],2011-01-19,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,285240,4
motivated,3tyvQeVxjEAQlgczaaoN3Q,Home,Diana Wang,Home,[],2016-04-16,0.647,0.826,5,-3.211,1,0.0438,0.148,0.0,0.135,0.688,141.983,237887,4
motivated,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),David Guetta,I'm Good (Blue),[],2022-08-26,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4
motivated,6DtSJHDmyUY6WEQIk1NKvy,Flowers,Vynx Dance,Flowers,[],2023-02-09,0.705,0.856,7,-3.047,1,0.055,0.00904,2.14e-05,0.193,0.423,123.989,137419,4
motivated,7MIhUdNJtaOnDmC5nBC1fb,Deep Down (feat. Never Dull),Alok,Deep Down (feat. Never Dull),[],2022-06-17,0.687,0.818,0,-4.221,1,0.0778,0.0112,0.0,0.248,0.886,125.952,165753,4
motivated,3Z7CaxQkqbIs1rewKi6v4W,Hot In It,Tiësto,Hot In It,[],2022-06-30,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,129817,4
motivated,2Jn3wcH9TSCFMQjlWreTft,Unholy (feat. Kim Petras) - ACRAZE Remix,Sam Smith,Unholy (feat. Kim Petras) [ACRAZE Remix],[],2022-10-12,0.743,0.893,1,-5.261,1,0.129,0.00284,0.000369,0.113,0.369,130.072,176500,4
motivated,4zN21mbAuaD0WqtmaTZZeP,Ferrari,James Hype,Ferrari,[],2022-04-01,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,186662,4
motivated,2AcKLW30dJ03qXsGU3RehH,All Or Nothing,Topic,All Or Nothing,[],2022-12-16,0.598,0.783,5,-3.908,0,0.0392,0.173,0.0,0.0696,0.396,126.018,147973,4
motivated,5vlzH0ps6WDyb158oFTAb3,Lionheart (Fearless),Joel Corry,Lionheart (Fearless),[],2022-10-21,0.628,0.967,8,-2.43,1,0.0538,0.0217,0.00157,0.336,0.349,125.982,186689,4
motivated,39JofJHEtg8I4fSyo7Imft,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,B.O.T.A. (Baddest Of Them All),[],2022-08-12,0.736,0.906,0,-7.589,1,0.048,0.164,0.585,0.106,0.698,137.001,226627,4
motivated,73vIOb4Q7YN6HeJTbscRx5,Miss You,Oliver Tree,Miss You,[],2022-08-05,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,206000,4
motivated,3KruoUtSkm84Az0bJunnxl,Baila Conmigo,Tiësto,Baila Conmigo,[],2022-07-29,0.652,0.855,7,-6.411,1,0.0775,0.00658,0.409,0.341,0.0834,127.964,146250,4
motivated,14MkNUgkUQMVbg8Wj3Z1vY,You Want It,Mason Parks,You Want It,[],2021-06-18,0.698,0.875,0,-6.759,0,0.047,0.0192,4.1e-05,0.097,0.261,124.994,137280,4
motivated,6PX5CRJFn24G3cypjNO6yw,Work With My Love,Alok,Work With My Love,[],2023-01-13,0.618,0.848,6,-4.329,0,0.0574,0.0028,0.000714,0.302,0.639,123.967,150484,4
motivated,1D2ZNECRd7KIlA4pyOUGsv,What Would You Do?,Joel Corry,What Would You Do?,[],2022-03-18,0.687,0.895,9,-2.983,1,0.0474,0.149,0.00592,0.121,0.686,124.041,174215,4
motivated,6EmBYjrpI0VLFxG3TCawNv,Wild,Penthox,Wild,[],2020-09-11,0.673,0.716,11,-8.186,0,0.0376,0.021,1.14e-05,0.0902,0.37,108.019,148892,4
motivated,3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),[],2022-07-22,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,148629,3
motivated,09rAJ1Q1NNJSaUKEW3X9P6,Crying On The Dancefloor,Sam Feldt,Crying On The Dancefloor,[],2023-03-17,0.723,0.698,10,-6.162,1,0.0659,0.18,0.0,0.797,0.317,126.001,211348,4
motivated,5dK6AbKfQkp11GnX6ZnWsd,FLEX,Bonkr,FLEX,[],2021-02-05,0.729,0.898,1,-5.912,1,0.115,0.0293,0.354,0.453,0.345,125.974,144250,4
motivated,5IFSvSEeCAvvBEQ85poqKB,Edge of Seventeen,Wuki,Edge of Seventeen,[],2022-10-21,0.708,0.909,5,-5.999,0,0.0476,0.0324,0.527,0.08,0.351,127.997,164043,4
motivated,12N23tQKmfGcEO0z8ObwtM,Bad Habits - MEDUZA Remix,Ed Sheeran,Bad Habits (MEDUZA Remix),[],2021-07-30,0.609,0.8,11,-5.102,0,0.0337,0.0992,0.00132,0.0887,0.192,126.031,194332,4
motivated,3cAZX3N3zc85qbaYenOc5e,Doomed,VYNX PHONK,Doomed,[],2022-12-15,0.738,0.869,7,-6.428,1,0.0681,0.336,0.858,0.127,0.206,123.987,127742,4
motivated,6GomT970rCOkKAyyrwJeZi,Move Your Body,Öwnboss,Move Your Body,[],2021-10-29,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,157445,4
motivated,1MUXz6jQgD20riaUozDwwH,Bring It Back,Phil Phauler,Bring It Back,[],2021-02-12,0.739,0.857,8,-4.513,1,0.0812,0.239,9.29e-05,0.115,0.708,125.96,164127,4
motivated,2prnn41CblB8B4yWACDljP,Love Tonight (David Guetta Remix Edit),Shouse,Love Tonight (David Guetta Remix),[],2021-06-11,0.621,0.989,10,-4.225,0,0.0434,0.015,0.357,0.184,0.0348,126.002,158095,4
motivated,1RF02Cf80mTaeNXG2P2boR,21 Reasons (feat. Ella Henderson),Nathan Dawe,21 Reasons (feat. Ella Henderson),[],2022-04-29,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,155253,4
motivated,0BkOi2EJaK9IYWqSG69izS,Can't Get You Out Of My Head,Krayvent,Can't Get You Out Of My Head,[],2021-02-19,0.672,0.592,0,-9.371,1,0.064,0.147,0.113,0.177,0.107,126.129,175352,4
motivated,6lFHE3POUybg20bbWqrYJC,Kernkraft 400 (A Better Day) - MistaJam Remix,Topic,Kernkraft 400 (A Better Day) [MistaJam Remix],[],2022-09-30,0.636,0.941,11,-4.623,0,0.0385,0.000279,0.00273,0.362,0.524,127.994,140078,4
motivated,0zqBZqm5czQ3A4EoSdKFHj,Man On The Moon,Alan Walker,World Of Walker,[],2021-11-26,0.668,0.816,4,-5.648,0,0.0367,0.0557,1.02e-06,0.197,0.5,129.971,178625,4
motivated,3JlHRjPt2TNB9h7VFf0im2,Weekends,Jonas Blue,Weekends,[],2023-02-03,0.571,0.937,6,-3.365,1,0.033,0.0337,3.71e-05,0.212,0.607,148.979,127004,4
motivated,76A1RRDEyHKtmV3Vh6PeVN,Savage,Tiësto,Savage,[],2022-04-29,0.694,0.7,0,-5.53,0,0.0488,0.191,0.0,0.0719,0.261,127.965,167500,4
motivated,1E8i4Xq9tH2LVWC0b1Sptj,Sunroof - Loud Luxury Remix,Nicky Youre,Sunroof (Loud Luxury Remix),[],2022-08-12,0.642,0.76,10,-4.221,1,0.0976,0.0736,0.0,0.301,0.482,122.898,173659,4
motivated,2ujHlX7togxMmOtBdnZZhf,Got That,Penthox,Got That,[],2021-02-12,0.814,0.635,10,-8.942,0,0.058,0.0584,0.0,0.134,0.896,124.008,160019,4
motivated,1M8t1j3Kv2qp97bdq5q4Vl,Rainfall (Praise You),Tom Santa,Rainfall (Praise You),[],2022-02-18,0.767,0.862,5,-5.464,0,0.0606,0.14,0.0092,0.252,0.509,128.039,166570,4
motivated,6bp0sJ0l3Ab3ZU0aktsYCf,Sun Will Shine,Robin Schulz,Sun Will Shine,[],2022-07-29,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,201701,4
motivated,64tSSp0M4W4tj1xqacexnr,Everything,Alfred Beck,Everything,[],2022-08-05,0.698,0.914,1,-6.711,0,0.0569,0.00976,0.000141,0.0897,0.596,120.0,180000,4
motivated,3ElGRG3DqSzzkh1b2wnbzf,We Could Be Together,Gabry Ponte,We Could Be Together (feat. Daddy DJ),[],2022-06-03,0.706,0.778,10,-4.491,1,0.0606,0.198,1.06e-05,0.0778,0.376,125.893,149643,4
motivated,4qtdkdTY1t3RmlmSbWykzR,Stay the Night,Sigala,Stay the Night,[],2022-05-20,0.636,0.936,7,-2.65,0,0.0729,0.177,0.0,0.0879,0.415,124.034,171955,4
motivated,1bgKMxPQU7JIZEhNsM1vFs,Words (feat. Zara Larsson),Alesso,Words (feat. Zara Larsson),[],2022-04-22,0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,142677,4
motivated,55Y4oE6oE6XBT2e71vK2yA,Come Around Again,Armin van Buuren,Come Around Again,[],2022-04-08,0.589,0.912,9,-3.878,0,0.0766,0.0366,0.0,0.0752,0.426,123.946,169108,4
motivated,5IHwWQBEh7Skxo1hfCUP1O,Never Let You Go,Shouse,Never Let You Go,[],2022-11-04,0.607,0.825,7,-4.451,0,0.0447,0.0519,1.05e-06,0.081,0.467,126.956,178810,4
motivated,2ST4u9GusI2ddDfuMvXA5l,Yeah The Girls,FISHER,Yeah The Girls,[],2022-09-02,0.755,0.968,8,-5.282,1,0.0424,0.00117,0.773,0.103,0.785,126.007,194311,4
motivated,0AukI6rH3HqIbVcKX8FjNk,Drop That Low (Tujamo's Secret Weapon 2022),Tujamo,Drop That Low (Tujamo's Secret Weapon 2022),[],2022-08-05,0.608,0.864,10,-3.204,0,0.166,0.0213,0.0303,0.568,0.268,126.173,184762,4
motivated,1YWr18dWRmuvPgAsPBsOow,Forget You,FAST BOY,Forget You,[],2023-02-17,0.708,0.709,7,-5.881,0,0.0641,0.157,1.9e-06,0.142,0.511,128.034,147987,4
motivated,3gO1MXOkFSRgLcwWDy8Kmr,Sexy Chick,DISTURB,Sexy Chick,[],2022-05-27,0.81,0.739,7,-5.458,0,0.0475,0.00293,3.9e-06,0.266,0.458,123.945,133548,4
motivated,0lwyzp7GppQxv0Eu6wRkUo,Satisfaction,David Guetta,Satisfaction,[],2022-08-12,0.752,0.935,11,-6.263,1,0.203,0.0742,0.0352,0.081,0.31,126.022,155677,4
motivated,47Cnw8EfDPHihBbhC0oaIK,Goodbye,L.A,Goodbye,[],2022-08-05,0.709,0.732,9,-7.385,1,0.042,0.0762,0.0119,0.0862,0.402,119.993,151500,4
motivated,5b9DCQzPV6KEg9b6WB8v4e,10:35 (feat. Tate McRae) - Joel Corry Remix,Tiësto,10:35 (feat. Tate McRae) [Joel Corry Remix],[],2023-01-19,0.671,0.852,8,-5.375,1,0.0415,0.00367,0.0033,0.0754,0.835,127.005,181442,4
